source_name,source_prefecture,source_municipality,result_status,matched_name,matched_prefecture,matched_municipality,address,lat,lon,source_url,notes
宮城野ショッピングプラザ(みやぎ生協幸町店),宮城県,仙台市,found_google_maps_preferred,宮城野ショッピングプラザ(みやぎ生協幸町店),宮城県,仙台市宮城野区,宮城県仙台市宮城野区大梶7-10,38.272846,140.900482,https://www.google.com/maps/search/?api=1&query=宮城野ショッピングプラザ みやぎ生協幸町店,Google Maps名称検索で施設一致。自治体を宮城野区まで補正
イオンタウン弘前安原,青森県,弘前市,found_google_maps_preferred,イオンタウン弘前安原,青森県,弘前市,青森県弘前市泉野1丁目4-5,40.575947,140.491959,https://www.google.com/maps/search/?api=1&query=イオンタウン弘前安原,Google Maps名称検索で施設一致
イオン仙台幸町店,宮城県,仙台市,found_google_maps_preferred,イオン仙台幸町店,宮城県,仙台市宮城野区,宮城県仙台市宮城野区幸町5丁目10-1,38.273418,140.902939,https://www.google.com/maps/search/?api=1&query=イオン仙台幸町店,Google Maps名称検索で施設一致。自治体を宮城野区まで補正
イオンタウン弘前の口,青森県,弘前市,found_google_maps_preferred,イオンタウン弘前樋の口,青森県,弘前市,青森県弘前市樋の口2丁目9-6,40.602436,140.445007,https://www.google.com/maps/search/?api=1&query=イオンタウン弘前樋の口,Google Mapsで部分一致する施設を優先。の口を樋の口に補正
三井アウトレットバーク 仙台港,宮城県,仙台市,found_google_maps_preferred,三井アウトレットパーク 仙台港,宮城県,仙台市宮城野区,宮城県仙台市宮城野区中野3丁目7-2,38.272797,140.987885,https://www.google.com/maps/search/?api=1&query=三井アウトレットパーク 仙台港,Google Mapsで部分一致する施設を優先。バークをパークに補正し自治体を宮城野区まで補正
ファッションバル ヴィアノヴァ,青森県,八戸市,found_google_maps_preferred,ファッションパル ヴィアノヴァ,青森県,八戸市,青森県八戸市十三日町1,40.508873,141.488846,https://www.google.com/maps/search/?api=1&query=ファッションパル ヴィアノヴァ,Google Mapsで部分一致する施設を優先。バルをパルに補正
フォレオせんだい 宮の杜,宮城県,仙台市,found_google_maps_preferred,フォレオせんだい宮の杜,宮城県,仙台市宮城野区,宮城県仙台市宮城野区東仙台4丁目14-7,38.277847,140.90834,https://www.google.com/maps/search/?api=1&query=フォレオせんだい宮の杜,Google Maps名称検索で施設一致。自治体を宮城野区まで補正
金木タウンセンター NOA (金木タウンセンターノア),青森県,五所川原市,on_hold,,,,,,,,Google Maps/住所検索で番地精度の座標を確認できず保留
釣取ショッピングセンター (イオンスーパーセンター約取店),宮城県,仙台市,found_google_maps_preferred,鈎取ショッピングセンター(イオンスーパーセンター鈎取店),宮城県,仙台市太白区,宮城県仙台市太白区鈎取本町1丁目21-1,38.218777,140.837982,https://www.google.com/maps/search/?api=1&query=イオンスーパーセンター鈎取店,Google Mapsで部分一致する施設を優先。釣取/約取を鈎取に補正
三井ショッピングバーク ララガーデン長町,宮城県,仙台市,found_google_maps_preferred,三井ショッピングパーク ララガーデン長町,宮城県,仙台市太白区,宮城県仙台市太白区長町7丁目20-5,38.225822,140.876862,https://www.google.com/maps/search/?api=1&query=ララガーデン長町,Google Mapsで部分一致する施設を優先。バークをパークに補正
イオン十和田ショッピングセンター (イオンスーパーセンター十和田店),青森県,十和田市,found_google_maps_preferred,イオン十和田ショッピングセンター(イオンスーパーセンター十和田店),青森県,十和田市,青森県十和田市相坂六日町山166-1,40.602962,141.257843,https://www.google.com/maps/search/?api=1&query=イオンスーパーセンター十和田店,Google Maps名称検索で施設一致
アクロスプラザ宮沢西,宮城県,仙台市,found_google_maps_preferred,アクロスプラザ富沢西,宮城県,仙台市太白区,宮城県仙台市太白区富沢西3丁目1-1,38.21199,140.856171,https://www.google.com/maps/search/?api=1&query=アクロスプラザ富沢西,Google Mapsで部分一致する施設を優先。宮沢西を富沢西に補正
ビードル・プラザ,青森県,三沢市,found_google_maps_preferred,ビードル・プラザ,青森県,三沢市,青森県三沢市松園町3丁目10-1,40.676052,141.363541,https://www.google.com/maps/search/?api=1&query=ビードル・プラザ,Google Maps名称検索で施設一致
フレスボ宮沢,宮城県,仙台市,found_google_maps_preferred,フレスポ富沢,宮城県,仙台市太白区,宮城県仙台市太白区富沢,38.2134923,140.8569831,https://www.google.com/maps/search/?api=1&query=フレスポ富沢,Google Mapsで部分一致する施設を優先。フレスボ宮沢をフレスポ富沢に補正。座標はOSM施設点
ヨークタウン市名坂 アクロスプラザ,宮城県,仙台市,found_google_maps_preferred,ヨークタウン市名坂 アクロスプラザ,宮城県,仙台市泉区,宮城県仙台市泉区市名坂中道100-9,38.315636,140.905823,https://www.google.com/maps/search/?api=1&query=ヨークタウン市名坂 アクロスプラザ,Google Maps名称検索で施設一致。自治体を泉区まで補正
イオン葮崎店,宮城県,藤崎町,found_google_maps_preferred,イオン藤崎店,青森県,藤崎町,青森県南津軽郡藤崎町西豊田1丁目7-1,40.657146,140.50148,https://www.google.com/maps/search/?api=1&query=イオン藤崎店,Google Mapsで部分一致する施設を優先。県と葮崎を藤崎に補正
泉パークタウンタビオ,宮城県,仙台市,found_google_maps_preferred,泉パークタウン タピオ,宮城県,仙台市泉区,宮城県仙台市泉区寺岡6丁目5-1,38.342945,140.836349,https://www.google.com/maps/search/?api=1&query=泉パークタウン タピオ,Google Mapsで部分一致する施設を優先。タビオをタピオに補正
イオン七戸ショッピングセンター (イオン七戸十和田駅前店),宮城県,七戸町,found_google_maps_preferred,イオン七戸ショッピングセンター(イオン七戸十和田駅前店),青森県,七戸町,青森県上北郡七戸町荒熊内67-990,40.721512,141.143494,https://www.google.com/maps/search/?api=1&query=イオン七戸十和田駅前店,Google Maps名称検索の所在地を優先し県を補正
プランチ仙台,宮城県,仙台市,found_google_maps_preferred,BRANCH仙台,宮城県,仙台市泉区,宮城県仙台市泉区長命ケ丘2丁目21-1,38.310078,140.845657,https://www.google.com/maps/search/?api=1&query=BRANCH仙台,Google Mapsで部分一致する施設を優先。プランチをBRANCHに補正
サンエー石巻あけぼの店,宮城県,石巻市,found_google_maps_preferred,みやぎ生協 石巻あけぼの店,宮城県,石巻市,宮城県石巻市あけぼの1丁目1-2,38.447914,141.274323,https://www.google.com/maps/search/?api=1&query=みやぎ生協 石巻あけぼの店,Google Mapsで部分一致する施設を優先。現施設名へ補正
イオンタウン塩釜,宮城県,塩竈市,found_google_maps_preferred,イオンタウン塩釜,宮城県,塩竈市,宮城県塩竈市海岸通15-100,38.318813,141.02449,https://www.google.com/maps/search/?api=1&query=イオンタウン塩釜,Google Maps名称検索で施設一致
イオン気仙沼店,宮城県,気仙沼市,found_google_maps_preferred,イオン気仙沼店,宮城県,気仙沼市,宮城県気仙沼市赤岩舘下6-1,38.889332,141.572861,https://www.google.com/maps/search/?api=1&query=イオン気仙沼店,Google Maps名称検索で施設一致
フェザン,岩手県,盛岡市,found_google_maps_preferred,フェザン,岩手県,盛岡市,岩手県盛岡市盛岡駅前通1-44,39.696392,141.139297,https://www.google.com/maps/search/?api=1&query=フェザン 盛岡,Google Maps名称検索で施設一致
セラビ白石,宮城県,白石市,found_google_maps_preferred,セラビ白石,宮城県,白石市,宮城県白石市八幡町11-1,37.998901,140.612137,https://www.google.com/maps/search/?api=1&query=セラビ白石,Google Maps名称検索で施設一致
盛岡南ショッピングセンターサンサ,岩手県,盛岡市,found_google_maps_preferred,盛岡南ショッピングセンターサンサ,岩手県,盛岡市,岩手県盛岡市津志田西2丁目17-50,39.661804,141.148636,https://www.google.com/maps/search/?api=1&query=盛岡南ショッピングセンターサンサ,Google Maps名称検索で施設一致
イオン多賀城店,宮城県,多賀城市,found_google_maps_preferred,イオン多賀城店,宮城県,多賀城市,宮城県多賀城市町前4丁目1-1,38.282185,141.003723,https://www.google.com/maps/search/?api=1&query=イオン多賀城店,Google Maps名称検索で施設一致
セラビ岩沼(みやぎ生協岩沼店),宮城県,岩沼市,found_google_maps_preferred,セラビ岩沼(みやぎ生協岩沼店),宮城県,岩沼市,宮城県岩沼市梶橋2-30,38.12368,140.872421,https://www.google.com/maps/search/?api=1&query=セラビ岩沼 みやぎ生協岩沼店,Google Maps名称検索で施設一致
イオン盛岡渋民ショッピングセンター (イオンスーパーセンター 盛岡渋民店),岩手県,盛岡市,found_google_maps_preferred,イオン盛岡渋民ショッピングセンター(イオンスーパーセンター盛岡渋民店),岩手県,盛岡市,岩手県盛岡市渋民鶴飼20-1,39.850121,141.172653,https://www.google.com/maps/search/?api=1&query=イオンスーパーセンター盛岡渋民店,Google Maps名称検索で施設一致
加賀野ショッピングセンター(みやぎ生協加野店),宮城県,登米市,found_google_maps_preferred,加賀野ショッピングセンター(みやぎ生協加賀野店),宮城県,登米市,宮城県登米市中田町石森加賀野3丁目6-1,38.696835,141.211014,https://www.google.com/maps/search/?api=1&query=みやぎ生協加賀野店,Google Mapsで部分一致する施設を優先。加野を加賀野に補正
イオンタウン金成,宮城県,栗原市,found_google_maps_preferred,イオンタウン金成,宮城県,栗原市,宮城県栗原市金成小迫荒崎22,38.803516,141.068192,https://www.google.com/maps/search/?api=1&query=イオンタウン金成,Google Maps名称検索で施設一致
フレスポつきだてショッピングセンター,宮城県,栗原市,found_google_maps_preferred,フレスポつきだてショッピングセンター,宮城県,栗原市,宮城県栗原市築館宮野中央2丁目3-3,38.747833,141.017746,https://www.google.com/maps/search/?api=1&query=フレスポつきだてショッピングセンター,Google Maps名称検索で施設一致
イオンスーパーセンター栗原志波姫店,宮城県,栗原市,found_google_maps_preferred,イオンスーパーセンター栗原志波姫店,宮城県,栗原市,宮城県栗原市志波姫新熊谷11,38.74873,141.068619,https://www.google.com/maps/search/?api=1&query=イオンスーパーセンター栗原志波姫店,Google Maps名称検索で施設一致
宮古市魚市場,岩手県,宮古市,found_google_maps_preferred,宮古市魚市場,岩手県,宮古市,岩手県宮古市臨港通2-1,39.640514,141.967743,https://www.google.com/maps/search/?api=1&query=宮古市魚市場,Google Maps名称検索で施設一致
南三陸ショッピングセンターサンリア,岩手県,大船渡市,found_google_maps_preferred,南三陸ショッピングセンターサンリア,岩手県,大船渡市,岩手県大船渡市盛町町10-11,39.087811,141.70932,https://www.google.com/maps/search/?api=1&query=南三陸ショッピングセンターサンリア,Google Maps名称検索で施設一致
イオン古川店,宮城県,大崎市,found_google_maps_preferred,イオン古川店,宮城県,大崎市,宮城県大崎市古川旭2丁目2-1,38.568005,140.971512,https://www.google.com/maps/search/?api=1&query=イオン古川店,Google Maps名称検索で施設一致
CiiNA CiNA花巻(シーナシーナ花巻),岩手県,花巻市,found_google_maps_preferred,CiiNA CiiNA花巻(シーナシーナ花巻),岩手県,花巻市,岩手県花巻市下小舟渡118-1,39.393429,141.117859,https://www.google.com/maps/search/?api=1&query=CiiNA CiiNA花巻,Google Mapsで部分一致する施設を優先。CiNAをCiiNAに補正
リオーネふるかわ,宮城県,大崎市,found_google_maps_preferred,リオーネふるかわ,宮城県,大崎市,宮城県大崎市古川台町9-20,38.573895,140.963531,https://www.google.com/maps/search/?api=1&query=リオーネふるかわ,Google Maps名称検索で施設一致
みやぎ生協明石台店,宮城県,富谷市,found_google_maps_preferred,みやぎ生協明石台店,宮城県,富谷市,宮城県富谷市明石台6丁目1-39,38.349548,140.895691,https://www.google.com/maps/search/?api=1&query=みやぎ生協明石台店,Google Maps名称検索で施設一致
江釣子ショッピングセンター パル,岩手県,北上市,found_google_maps_preferred,江釣子ショッピングセンター パル,岩手県,北上市,岩手県北上市北鬼柳19地割68,39.293438,141.093399,https://www.google.com/maps/search/?api=1&query=江釣子ショッピングセンター パル,Google Maps名称検索で施設一致
シーズンズウォーク フォルテ,岩手県,大河原町,found_google_maps_preferred,シーズンズウォーク フォルテ,宮城県,大河原町,宮城県柴田郡大河原町小島2-1,38.065529,140.737625,https://www.google.com/maps/search/?api=1&query=シーズンズウォーク フォルテ,Google Maps名称検索の所在地を優先し県を補正
イオンタウン北上,岩手県,北上市,found_google_maps_preferred,イオンタウン北上,岩手県,北上市,岩手県北上市里分4地割77,39.294781,141.135483,https://www.google.com/maps/search/?api=1&query=イオンタウン北上,Google Maps名称検索で施設一致
イオンタウン米田,岩手県,柴田町,found_google_maps_preferred,イオンタウン柴田,宮城県,柴田町,宮城県柴田郡柴田町上名生新大原194-1,38.061893,140.795456,https://www.google.com/maps/search/?api=1&query=イオンタウン柴田,Google Mapsで部分一致する施設を優先。米田を柴田に補正し県も補正
ヨークタウン野田,岩手県,大河原町,found_google_maps_preferred,ヨークタウン大河原,宮城県,大河原町,宮城県柴田郡大河原町広表22-3,38.046448,140.716064,https://www.google.com/maps/search/?api=1&query=ヨークタウン大河原,Google Mapsで部分一致する施設を優先。野田を大河原に補正し県も補正
亘理ショッピングセンター,岩手県,亘理町,found_google_maps_preferred,亘理ショッピングセンター,宮城県,亘理町,宮城県亘理郡亘理町逢隈高屋柴北100,38.042278,140.876511,https://www.google.com/maps/search/?api=1&query=亘理ショッピングセンター,Google Maps名称検索の所在地を優先し県を補正
AXC (アックス),岩手県,大河原町,found_google_maps_preferred,AXC(アックス),福島県,福島市,福島県福島市栄町11-25,37.75386,140.463394,https://www.google.com/maps/search/?api=1&query=AXC アックス 福島,Google Maps名称検索の所在地を優先し県市を補正
MAXふくしま,岩手県,大河原町,found_google_maps_preferred,MAXふくしま,福島県,福島市,福島県福島市曽根田町1-18,37.758915,140.460648,https://www.google.com/maps/search/?api=1&query=MAXふくしま,Google Maps名称検索の所在地を優先し県市を補正
ヨークベニマル門田店,福島県,会津若松市,found_google_maps_preferred,ヨークベニマル門田店,福島県,会津若松市,福島県会津若松市天神町22-11,37.480587,139.934814,https://www.google.com/maps/search/?api=1&query=ヨークベニマル門田店,Google Maps名称検索で施設一致
MEGAドン・キホーテUNY 会津若松店,福島県,会津若松市,found_google_maps_preferred,MEGAドン・キホーテUNY会津若松店,福島県,会津若松市,福島県会津若松市幕内南町9-10,37.484039,139.904449,https://www.google.com/maps/search/?api=1&query=MEGAドン・キホーテUNY会津若松店,Google Maps名称検索で施設一致
吉岡ショッピングモール(ヨークベニマル大和吉岡店),岩手県,大和町,found_google_maps_preferred,吉岡ショッピングモール(ヨークベニマル大和吉岡店),宮城県,大和町,宮城県黒川郡大和町吉岡まほろば1丁目6-25,38.437904,140.881668,https://www.google.com/maps/search/?api=1&query=ヨークベニマル大和吉岡店,Google Maps名称検索の所在地を優先し県を補正
エスパル部山店,福島県,郡山市,found_google_maps_preferred,S-PAL郡山(エスパル郡山),福島県,郡山市,福島県郡山市燧田195,37.397964,140.388947,https://www.google.com/maps/search/?api=1&query=S-PAL郡山,Google Mapsで部分一致する施設を優先。部山を郡山に補正
イオン涌谷ショッピングセンター (イオンスーパーセンター涌谷店),岩手県,涌谷町,found_google_maps_preferred,イオン涌谷ショッピングセンター(イオンスーパーセンター涌谷店),宮城県,涌谷町,宮城県遠田郡涌谷町涌谷洞ヶ崎5,38.536823,141.147507,https://www.google.com/maps/search/?api=1&query=イオンスーパーセンター涌谷店,Google Maps名称検索の所在地を優先し県を補正
郡山駅食品館ピボット,福島県,郡山市,found_google_maps_preferred,郡山駅食品館ピボット,福島県,郡山市,福島県郡山市燧田195,37.397964,140.388947,https://www.google.com/maps/search/?api=1&query=郡山駅食品館ピボット,Google Maps名称検索で施設一致
MOLTI (モルティ),福島県,郡山市,found_google_maps_preferred,MOLTI(モルティ),福島県,郡山市,福島県郡山市駅前2丁目11-1,37.399582,140.387833,https://www.google.com/maps/search/?api=1&query=MOLTI モルティ 郡山,Google Maps名称検索で施設一致
ATi郡山(アティ郡山),福島県,郡山市,found_google_maps_preferred,ATi郡山(アティ郡山),福島県,郡山市,福島県郡山市駅前1丁目16-7,37.397274,140.387558,https://www.google.com/maps/search/?api=1&query=ATi郡山,Google Maps名称検索で施設一致
イオン土崎港店,秋田県,秋田市,found_google_maps_preferred,イオン土崎港店,秋田県,秋田市,秋田県秋田市土崎港南2丁目3-41,39.747196,140.073059,https://www.google.com/maps/search/?api=1&query=イオン土崎港店,Google Maps名称検索で施設一致
泉ショッピングセンター(ヨークベニマルいわき泉店),福島県,いわき市,on_hold,,,,,,,,地理院住所検索は町域代表、Nominatim施設検索は該当なしのため保留
いわき片倉フィラチャー(イオンいわき店),福島県,いわき市,found_google_maps_preferred,いわき片倉フィラチャー(イオンいわき店),福島県,いわき市,福島県いわき市平三倉68-1,37.050594,140.898773,https://www.google.com/maps/search/?api=1&query=イオンいわき店 片倉フィラチャー,Google Maps名称検索で施設一致
ドン・キホーテ秋田店,秋田県,秋田市,found_google_maps_preferred,ドン・キホーテ秋田店,秋田県,秋田市,秋田県秋田市旭北錦町4-58,39.71389,140.1091,https://www.google.com/maps/search/?api=1&query=ドン・キホーテ秋田店,Google Maps名称検索で施設一致
MEGAドン・キホーテ ラバークいわき店,福島県,いわき市,found_google_maps_preferred,MEGAドン・キホーテ ラパークいわき店,福島県,いわき市,福島県いわき市中央台飯野4丁目1,37.012367,140.916183,https://www.google.com/maps/search/?api=1&query=MEGAドン・キホーテ ラパークいわき店,Google Mapsで部分一致する施設を優先。ラバークをラパークに補正
イオン秋田中央店,秋田県,秋田市,found_google_maps_preferred,イオン秋田中央店,秋田県,秋田市,秋田県秋田市楢山川口境5-11,39.704174,140.109818,https://www.google.com/maps/search/?api=1&query=イオン秋田中央店,Google Maps名称検索で施設一致
いわき・ら・ら・ミュウ(いわき市観光物産センター),福島県,いわき市,found_google_maps_preferred,いわき・ら・ら・ミュウ(いわき市観光物産センター),福島県,いわき市,福島県いわき市小名浜辰巳町43-1,36.945614,140.903778,https://www.google.com/maps/search/?api=1&query=いわき・ら・ら・ミュウ,Google Maps名称検索で施設一致
イオンタウン茨品,秋田県,秋田市,found_google_maps_preferred,イオンタウン茨島,秋田県,秋田市,秋田県秋田市茨島4丁目3-18,39.699375,140.101685,https://www.google.com/maps/search/?api=1&query=イオンタウン茨島,Google Mapsで部分一致する施設を優先。茨品を茨島に補正
イオン能代店,秋田県,能代市,found_google_maps_preferred,イオン能代店,秋田県,能代市,秋田県能代市柳町11-1,40.209644,140.025208,https://www.google.com/maps/search/?api=1&query=イオン能代店,Google Maps名称検索で施設一致
ヨークベニマル須賀川西店,福島県,須賀川市,on_hold,,,,,,,,地理院住所検索は町域代表、Nominatim施設検索は該当なしのため保留
イオンスーパーセンター横手南店,秋田県,横手市,found_google_maps_preferred,イオンスーパーセンター横手南店,秋田県,横手市,秋田県横手市婦気大堤中田4-1,39.29538,140.552887,https://www.google.com/maps/search/?api=1&query=イオンスーパーセンター横手南店,Google Maps名称検索で施設一致
イオンタウン塩川,福島県,喜多方市,found_google_maps_preferred,イオンタウン塩川,福島県,喜多方市,福島県喜多方市塩川町小府根曽谷田1,37.6171,139.893646,https://www.google.com/maps/search/?api=1&query=イオンタウン塩川,Google Maps名称検索で施設一致
南相馬ジャスモール (イオンスーパーセンター南相馬店ほか),福島県,南相馬市,found_google_maps_preferred,南相馬ジャスモール(イオンスーパーセンター南相馬店),福島県,南相馬市,福島県南相馬市原町区大木戸金場77,37.638374,140.943939,https://www.google.com/maps/search/?api=1&query=南相馬ジャスモール イオンスーパーセンター南相馬店,Google Maps名称検索で施設一致
大館海モール,秋田県,大館市,found_google_maps_preferred,大館樹海モール,秋田県,大館市,秋田県大館市大田面238,40.286366,140.576981,https://www.google.com/maps/search/?api=1&query=大館樹海モール,Google Mapsで部分一致する施設を優先。海を樹海に補正
イオン白河西郷店,岩手県,西郷村,found_google_maps_preferred,イオン白河西郷店,福島県,西郷村,福島県西白河郡西郷村小田倉岩下11-1,37.121616,140.17749,https://www.google.com/maps/search/?api=1&query=イオン白河西郷店,Google Maps名称検索の所在地を優先し県を補正
リリオ地有・リリオ壱番館・弐番館・参番館,千葉県,流山市,found_google_maps_preferred,リリオ亀有・リリオ壱番館・弐番館・参番館,東京都,葛飾区,東京都葛飾区亀有3丁目26-1,35.766182,139.848404,https://www.google.com/maps/search/?api=1&query=リリオ亀有,Google Mapsで部分一致する施設を優先。地有を亀有に補正し所在地も補正
イオンモール山形南,山形県,山形市,found_google_maps_preferred,イオンモール山形南,山形県,山形市,山形県山形市若宮3丁目7-8,38.225933,140.307709,https://www.google.com/maps/search/?api=1&query=イオンモール山形南,Google Maps名称検索で施設一致
アピタ字部宮店,栃木県,宇都宮市,found_google_maps_preferred,アピタ宇都宮店,栃木県,宇都宮市,栃木県宇都宮市江曽島本町22-7,36.532841,139.86731,https://www.google.com/maps/search/?api=1&query=アピタ宇都宮店,Google Mapsで部分一致する施設を優先。字部宮を宇都宮に補正
アピタ大和郡山店,奈良県,大和郡山市,found_google_maps_preferred,アピタ大和郡山店,奈良県,大和郡山市,奈良県大和郡山市田中町517,34.641472,135.769363,https://www.google.com/maps/search/?api=1&query=アピタ大和郡山店,Google Maps名称検索で施設一致。地理院住所検索は町域代表点
ルララこうほく,東京都,多摩市,found_google_maps_preferred,ルララこうほく,神奈川県,横浜市都筑区,神奈川県横浜市都筑区中川中央2丁目2-1,35.548828,139.577881,https://www.google.com/maps/search/?api=1&query=ルララこうほく,Google Maps名称検索の所在地を優先し県市を補正
イトーヨーカドー木場店,千葉県,流山市,found_google_maps_preferred,イトーヨーカドー木場店,東京都,江東区,東京都江東区木場1丁目5-30,35.666195,139.804977,https://www.google.com/maps/search/?api=1&query=イトーヨーカドー木場店,Google Maps名称検索の所在地を優先し県市を補正
天王寺ミオ本館,大阪府,大阪市天王寺区,found_google_maps_preferred,天王寺ミオ本館,大阪府,大阪市天王寺区,大阪府大阪市天王寺区悲田院町10-39,34.647064,135.513474,https://www.google.com/maps/search/?api=1&query=天王寺ミオ本館,Google Maps名称検索で施設一致
新宿西口ハルク,千葉県,流山市,found_google_maps_preferred,新宿西口ハルク,東京都,新宿区,東京都新宿区西新宿1丁目5-1,35.6926,139.699112,https://www.google.com/maps/search/?api=1&query=新宿西口ハルク,Google Maps名称検索の所在地を優先し県市を補正
ホテルニューオータニ ザ・メインショッピングアーケード,東京都,千代田区,found_google_maps_preferred,ホテルニューオータニ ザ・メインショッピングアーケード,東京都,千代田区,東京都千代田区紀尾井町4-1,35.680435,139.734283,https://www.google.com/maps/search/?api=1&query=ホテルニューオータニ ザ・メインショッピングアーケード,Google Maps名称検索で施設一致
イオン鎌ヶ谷ショッピングセンター,千葉県,鎌ヶ谷市,found_google_maps_preferred,イオン鎌ヶ谷ショッピングセンター,千葉県,鎌ケ谷市,千葉県鎌ケ谷市新鎌ケ谷2丁目7-1,35.779705,140.001373,https://www.google.com/maps/search/?api=1&query=イオン鎌ヶ谷ショッピングセンター,Google Maps名称検索で施設一致。自治体表記を鎌ケ谷市へ統一
イオン高松東店,香川県,高松市,found_google_maps_preferred,イオン高松東店,香川県,高松市,香川県高松市福岡町3丁目8-5,34.346199,134.071442,https://www.google.com/maps/search/?api=1&query=イオン高松東店,Google Maps名称検索で施設一致
CoCoLo新潟(ココロ新潟),新潟県,新潟市中央区,found_google_maps_preferred,CoCoLo新潟(ココロ新潟),新潟県,新潟市中央区,新潟県新潟市中央区花園1丁目1-1,37.913288,139.060867,https://www.google.com/maps/search/?api=1&query=CoCoLo新潟,Google Maps名称検索で施設一致
パティオ可児ショッピングプラザ,岐阜県,可児市,found_google_maps_preferred,パティオ可児ショッピングプラザ,岐阜県,可児市,岐阜県可児市下恵土5750,35.414951,137.050491,https://www.google.com/maps/search/?api=1&query=パティオ可児ショッピングプラザ,Google Maps名称検索で施設一致
アビタタウンけいはんな,京都府,相楽郡精華町,found_google_maps_preferred,アピタタウンけいはんな,京都府,精華町,京都府相楽郡精華町精華台9丁目2-4,34.745991,135.770935,https://www.google.com/maps/search/?api=1&query=アピタタウンけいはんな,Google Mapsで部分一致する施設を優先。アビタをアピタに補正
カビル21・ヤマトヤシキ加古川店,兵庫県,神戸市中央区,found_google_maps_preferred,カピル21・ヤマトヤシキ加古川店,兵庫県,加古川市,兵庫県加古川市加古川町篠原町21-8,34.76627,134.838898,https://www.google.com/maps/search/?api=1&query=カピル21 ヤマトヤシキ加古川店,Google Mapsで部分一致する施設を優先。カビルをカピルに補正し市も補正
港北みなも,東京都,多摩市,found_google_maps_preferred,港北みなも,神奈川県,横浜市都筑区,神奈川県横浜市都筑区中川中央2丁目7-1,35.550484,139.575485,https://www.google.com/maps/search/?api=1&query=港北みなも,Google Maps名称検索の所在地を優先し県市を補正
tonarie宇都宮(トナリエ宇部宮),栃木県,宇都宮市,found_google_maps_preferred,tonarie宇都宮(トナリエ宇都宮),栃木県,宇都宮市,栃木県宇都宮市駅前通り1丁目4-6,36.55999,139.897095,https://www.google.com/maps/search/?api=1&query=tonarie宇都宮,Google Mapsで部分一致する施設を優先。宇部宮を宇都宮に補正
野田阪神ウイステ,大阪府,大阪市福島区,found_google_maps_preferred,野田阪神ウイステ,大阪府,大阪市福島区,大阪府大阪市福島区海老江1丁目1-23,34.694946,135.474945,https://www.google.com/maps/search/?api=1&query=野田阪神ウイステ,Google Maps名称検索で施設一致
相模大野ステーションスクエア,神奈川県,横浜市南区,found_google_maps_preferred,相模大野ステーションスクエア,神奈川県,相模原市南区,神奈川県相模原市南区相模大野3丁目8-1,35.531628,139.436768,https://www.google.com/maps/search/?api=1&query=相模大野ステーションスクエア,Google Maps名称検索の所在地を優先し市区を補正
島忠ホームズ寝屋川店,大阪府,寝屋川市,found_google_maps_preferred,島忠ホームズ寝屋川店,大阪府,寝屋川市,大阪府寝屋川市日新町3-15,34.781967,135.620316,https://www.google.com/maps/search/?api=1&query=島忠ホームズ寝屋川店,Google Maps名称検索で施設一致
プリオ(プリオ、プリオI),愛知県,豊川市,found_google_maps_preferred,プリオ(プリオ、プリオII),愛知県,豊川市,愛知県豊川市諏訪3丁目133,34.825825,137.3703,https://www.google.com/maps/search/?api=1&query=プリオ 豊川,Google Maps名称検索で施設一致。プリオII表記へ補正
ビバモール足利込(スーパービバホーム足利込店),栃木県,足利市,found_google_maps_preferred,ビバモール足利堀込(スーパービバホーム足利堀込店),栃木県,足利市,栃木県足利市堀込町250-1,36.311665,139.43869,https://www.google.com/maps/search/?api=1&query=ビバモール足利堀込,Google Mapsで部分一致する施設を優先。足利込を足利堀込に補正。地理院住所検索は町域代表点
ゆめタウン夢彩部,長崎県,長崎市,found_google_maps_preferred,ゆめタウン夢彩都,長崎県,長崎市,長崎県長崎市元船町10-1,32.74733,129.87117,https://www.google.com/maps/search/?api=1&query=ゆめタウン夢彩都,Google Mapsで部分一致する施設を優先。夢彩部を夢彩都に補正
三井ショッピングバーク ララガーデン川口,埼玉県,川口市,found_google_maps_preferred,三井ショッピングパーク ララガーデン川口,埼玉県,川口市,埼玉県川口市宮町18-9,35.806213,139.699142,https://www.google.com/maps/search/?api=1&query=三井ショッピングパーク ララガーデン川口,Google Mapsで部分一致する施設を優先。バークをパークに補正
アビタ新潟西店,新潟県,新潟市西区,found_google_maps_preferred,アピタ新潟西店,新潟県,新潟市西区,新潟県新潟市西区小新5丁目7-21,37.88055,139.00354,https://www.google.com/maps/search/?api=1&query=アピタ新潟西店,Google Mapsで部分一致する施設を優先。アビタをアピタに補正
島忠ホームズ新山下店,神奈川県,横浜市中区,found_google_maps_preferred,島忠ホームズ新山下店,神奈川県,横浜市中区,神奈川県横浜市中区新山下2丁目12-34,35.439762,139.661041,https://www.google.com/maps/search/?api=1&query=島忠ホームズ新山下店,Google Maps名称検索で施設一致
川崎DICE,神奈川県,川崎市川崎区,found_google_maps_preferred,川崎DICE,神奈川県,川崎市川崎区,神奈川県川崎市川崎区駅前本町8,35.531353,139.70015,https://www.google.com/maps/search/?api=1&query=川崎DICE,Google Maps名称検索で施設一致
